Orth,Pos,VerbType,Participle,Gender,PronounType,Number,Case,inflectionType,animacy,person,adjectiveType,numeralType,tenseType,voice,nounType,Fajl
bježaše,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bježaše,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bježahomo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bježahote,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bježahu,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
psovah,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
psova,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
psova,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
psovasmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
psovaste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
psovaše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
padoh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
pade,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
pade,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
padosmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
padoste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
padoše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
kradoh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
krade,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
ukrade,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
kradosmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
kradoste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
kradoše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
ukradoh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
ukrade,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
ukrade,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
ukradosmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
ukradoste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
ukradoše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
stekoh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
steče,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
steče,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
stekosmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
stekoste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
stekoše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
vrgoh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
vrže,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
vrže,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
vrgosmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
vrgoste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
vrgoše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
učih,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
uči,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
uči,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
učismo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
učiste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
učiše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
stavih,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
stavi,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
stavi,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
stavismo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
staviste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
staviše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
činismo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
činiste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
činiše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
čuh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
ču,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
ču,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
čusmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
čuste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
čuše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
niknuh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
niknu,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
niknu,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
niknusmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
niknuste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
niknuše,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
počeh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
poče,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
poče,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
počesmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
počeste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
počeše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
uzeh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
uze,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
uze,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
uzesmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
uzeste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
uzeše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljah,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravih,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravi,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravi,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravismo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napraviste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napraviše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hoću,#glagol,#G_pomocni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hoću,#glagol,#G_pomocni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hoćeš,#glagol,#G_pomocni,,,,#jednina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hoće,#glagol,#G_pomocni,,,,#jednina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hoćemo,#glagol,#G_pomocni,,,,#mnozina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hoćete,#glagol,#G_pomocni,,,,#mnozina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hoće,#glagol,#G_pomocni,,,,#mnozina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijah,#glagol,#G_pomocni,,,,#jednina,,,,#prvo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijaše,#glagol,#G_pomocni,,,,#jednina,,,,#drugo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijaše,#glagol,#G_pomocni,,,,#jednina,,,,#trece,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijahomo,#glagol,#G_pomocni,,,,#mnozina,,,,#prvo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijahote,#glagol,#G_pomocni,,,,#mnozina,,,,#drugo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijahu,#glagol,#G_pomocni,,,,#mnozina,,,,#trece,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotjeh,#glagol,#G_pomocni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotih,#glagol,#G_pomocni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotje,#glagol,#G_pomocni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotje,#glagol,#G_pomocni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotismo,#glagol,#G_pomocni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotjesmo,#glagol,#G_pomocni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotiste,#glagol,#G_pomocni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotiše,#glagol,#G_pomocni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotio sam,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
jesam hotio,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotio si,#glagol,#G_pomocni,,#muski,,#jednina,,,,#drugo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotio je,#glagol,#G_pomocni,,#muski,,#jednina,,,,#trece,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotili smo,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotjeli smo,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
jesmo hotjeli,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotjeli ste,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#drugo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotjeli su,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#trece,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijah hotio,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijaše hotio,#glagol,#G_pomocni,,#muski,,#jednina,,,,#drugo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijahše hotio,#glagol,#G_pomocni,,#muski,,#jednina,,,,#trece,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijahomo hotili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#prvo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijahote hotili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#drugo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijahu hotili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#trece,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
htio sam,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotio sam,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
htio si,#glagol,#G_pomocni,,#muski,,#jednina,,,,#drugo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
htio je,#glagol,#G_pomocni,,#muski,,#jednina,,,,#trece,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotiti ću,#glagol,#G_pomocni,,,,#jednina,,,,#prvo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotiti ćeš,#glagol,#G_pomocni,,,,#jednina,,,,#drugo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotiti će,#glagol,#G_pomocni,,,,#jednina,,,,#trece,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotiti ćemo,#glagol,#G_pomocni,,,,#mnozina,,,,#prvo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotiti ćete,#glagol,#G_pomocni,,,,#mnozina,,,,#drugo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotiti će,#glagol,#G_pomocni,,,,#mnozina,,,,#trece,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotij,#glagol,#G_pomocni,,,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotij,#glagol,#G_pomocni,,,,#jednina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijsmo,#glagol,#G_pomocni,,,,#mnozina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijte,#glagol,#G_pomocni,,,,#mnozina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotij,#glagol,#G_pomocni,,,,#mnozina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotio bih,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotio bi,#glagol,#G_pomocni,,#muski,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotio bi,#glagol,#G_pomocni,,#muski,,#jednina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bismo hotili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
biste hotili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bi hotili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bi hotjeli,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bio bih hotio,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bio bi hotio,#glagol,#G_pomocni,,#muski,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bio bi hotio,#glagol,#G_pomocni,,#muski,,#jednina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bili bismo hotjeli,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bili biste hotjeli,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bili bi hotjeli,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bili bi hotili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
budem hotjeti,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
budem hotio,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
budeš hotiti,#glagol,#G_pomocni,,#muski,,#jednina,,,,#drugo,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
budeš hotio,#glagol,#G_pomocni,,#muski,,#jednina,,,,#drugo,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bude hotiti,#glagol,#G_pomocni,,#muski,,#jednina,,,,#trece,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bude hotio,#glagol,#G_pomocni,,#muski,,#jednina,,,,#trece,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
budemo hotjeli,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#prvo,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
budete hotjeti,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#drugo,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
budete hotjeli,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#drugo,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
budu hotjeti,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#trece,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
budu hotjeli,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#trece,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
budu hotili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#trece,,,#G_futur_II,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijući,#glagol,#G_pomocni,,,,,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hoteći,#glagol,#G_pomocni,,,,,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijući,#glagol,#G_pomocni,#G_particip,#muski,,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hoteći,#glagol,#G_pomocni,#G_particip,#muski,,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijuća,#glagol,#G_pomocni,#G_particip,#zenski,,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hoteća,#glagol,#G_pomocni,#G_particip,#zenski,,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hotijuće,#glagol,#G_pomocni,#G_particip,#srednji,,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hoteće,#glagol,#G_pomocni,#G_particip,#srednji,,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hotio,#glagol,#G_pomocni,#G_radni,#muski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hotila,#glagol,#G_pomocni,#G_radni,#zenski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hotjela,#glagol,#G_pomocni,#G_radni,#zenski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hotilo,#glagol,#G_pomocni,#G_radni,#srednji,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
hotjelo,#glagol,#G_pomocni,#G_radni,#srednji,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
htjen,#glagol,#G_pomocni,#G_trpni,#muski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
htjena,#glagol,#G_pomocni,#G_trpni,#zenski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
htjeno,#glagol,#G_pomocni,#G_trpni,#srednji,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
Hotivši,#glagol,#G_pomocni,,,,,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nehoteći,#glagol,#G_pomocni,#G_particip,#muski,,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nehoteća,#glagol,#G_pomocni,#G_particip,#zenski,,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nehoteće,#glagol,#G_pomocni,#G_particip,#srednji,,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nehotio,#glagol,#G_pomocni,#G_radni,#muski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
