Orth,Pos,VerbType,Participle,Gender,PronounType,Number,Case,inflectionType,animacy,person,adjectiveType,numeralType,tenseType,voice,nounType,Fajl
mu,#zamjenica,,,#muski,#Z_osobna,#jednina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njega,#zamjenica,,,#muski,#Z_osobna,#jednina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ga,#zamjenica,,,#muski,#Z_osobna,#jednina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njim,#zamjenica,,,#muski,#Z_osobna,#jednina,#instrumental,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ona,#zamjenica,,,#zenski,#Z_osobna,#jednina,#nominativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nje,#zamjenica,,,#zenski,#Z_osobna,#jednina,#genitiv,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
je,#zamjenica,,,#zenski,#Z_osobna,#jednina,#genitiv,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njoj,#zamjenica,,,#zenski,#Z_osobna,#jednina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
joj,#zamjenica,,,#zenski,#Z_osobna,#jednina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ji,#zamjenica,,,#zenski,#Z_osobna,#jednina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nju,#zamjenica,,,#zenski,#Z_osobna,#jednina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ju,#zamjenica,,,#zenski,#Z_osobna,#jednina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njum,#zamjenica,,,#zenski,#Z_osobna,#jednina,#instrumental,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ono,#zamjenica,,,#srednji,#Z_osobna,#jednina,#nominativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njega,#zamjenica,,,#srednji,#Z_osobna,#jednina,#genitiv,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ga,#zamjenica,,,#srednji,#Z_osobna,#jednina,#genitiv,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njegemu,#zamjenica,,,#srednji,#Z_osobna,#jednina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
mu,#zamjenica,,,#srednji,#Z_osobna,#jednina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nje,#zamjenica,,,#srednji,#Z_osobna,#jednina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
je,#zamjenica,,,#srednji,#Z_osobna,#jednina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njim,#zamjenica,,,#srednji,#Z_osobna,#jednina,#instrumental,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
oni,#zamjenica,,,#muski,#Z_osobna,#mnozina,#nominativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
one,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#nominativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ona,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#nominativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njih,#zamjenica,,,#muski,#Z_osobna,#mnozina,#genitiv,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ih,#zamjenica,,,#muski,#Z_osobna,#mnozina,#genitiv,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njih,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#genitiv,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ih,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#genitiv,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njih,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#genitiv,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ih,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#genitiv,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njim,#zamjenica,,,#muski,#Z_osobna,#mnozina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
im,#zamjenica,,,#muski,#Z_osobna,#mnozina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njim,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
im,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njim,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
im,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#dativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nje,#zamjenica,,,#muski,#Z_osobna,#mnozina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
je,#zamjenica,,,#muski,#Z_osobna,#mnozina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nje,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
je,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nje,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
je,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#akuzativ,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njimi,#zamjenica,,,#muski,#Z_osobna,#mnozina,#instrumental,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njimi,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#instrumental,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njimi,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#instrumental,,,#trece,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
sebe,#zamjenica,,,,#Z_povratna,#jednina,#genitiv,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
sebi,#zamjenica,,,,#Z_povratna,#jednina,#dativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
si,#zamjenica,,,,#Z_povratna,#jednina,#dativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
sebe,#zamjenica,,,,#Z_povratna,#jednina,#akuzativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
se,#zamjenica,,,,#Z_povratna,#jednina,#akuzativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
sobum,#zamjenica,,,,#Z_povratna,#jednina,#instrumental,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
moj,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
moja,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
moje,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
tvoj,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
tvoja,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
tvoje,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
svoj,#zamjenica,,,#muski,#Z_povratno_posvojna,,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
svoja,#zamjenica,,,#zenski,#Z_povratno_posvojna,,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
svoje,#zamjenica,,,#srednji,#Z_povratno_posvojna,,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
naš,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
naša,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
naše,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
vaš,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
vaša,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
vaše,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njegov,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njegova,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njegovo,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njejin,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njejina,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njejino,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njihov,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njihova,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
njihovo,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
čiji,#zamjenica,,,#muski,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
čija,#zamjenica,,,#zenski,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
čije,#zamjenica,,,#srednji,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ov,#zamjenica,,,#muski,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ova,#zamjenica,,,#zenski,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ovo,#zamjenica,,,#srednji,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
on,#zamjenica,,,#muski,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ona,#zamjenica,,,#zenski,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ono,#zamjenica,,,#srednji,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
te,#zamjenica,,,#muski,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ta,#zamjenica,,,#zenski,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
to,#zamjenica,,,#srednji,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
gdo,#zamjenica,,,,#Z_upitna,,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koga,#zamjenica,,,,#Z_upitna,,#genitiv,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
komu,#zamjenica,,,,#Z_upitna,,#dativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koga,#zamjenica,,,,#Z_upitna,,#akuzativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kem,#zamjenica,,,,#Z_upitna,,#instrumental,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kim,#zamjenica,,,,#Z_upitna,,#instrumental,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kaj,#zamjenica,,,,#Z_upitna,,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
česa,#zamjenica,,,,#Z_upitna,,#genitiv,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
čemu,#zamjenica,,,,#Z_upitna,,#dativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kaj,#zamjenica,,,,#Z_upitna,,#akuzativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
čem,#zamjenica,,,,#Z_upitna,,#instrumental,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
čim,#zamjenica,,,,#Z_upitna,,#instrumental,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koj,#zamjenica,,,#muski,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koj,#zamjenica,,,#muski,#Z_odnosna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koja,#zamjenica,,,#zenski,#Z_odnosna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koja,#zamjenica,,,#zenski,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koje,#zamjenica,,,#srednji,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koje,#zamjenica,,,#srednji,#Z_odnosna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ki,#zamjenica,,,#muski,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ki,#zamjenica,,,#muski,#Z_odnosna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ka,#zamjenica,,,#zenski,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ka,#zamjenica,,,#zenski,#Z_odnosna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ko,#zamjenica,,,#srednji,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
ko,#zamjenica,,,#srednji,#Z_odnosna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koteri,#zamjenica,,,#muski,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koteri,#zamjenica,,,#muski,#Z_odnosna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kotera,#zamjenica,,,#zenski,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kotera,#zamjenica,,,#zenski,#Z_odnosna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kotero,#zamjenica,,,#srednji,#Z_upitna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kotero,#zamjenica,,,#srednji,#Z_odnosna,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nekoj,#zamjenica,,,#muski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nekoja,#zamjenica,,,#zenski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nekoje,#zamjenica,,,#srednji,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
neki,#zamjenica,,,#muski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
neka,#zamjenica,,,#zenski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
neko,#zamjenica,,,#srednji,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nekoteri,#zamjenica,,,#muski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nekotera,#zamjenica,,,#zenski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
nekotero,#zamjenica,,,#srednji,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jeden,#zamjenica,,,#muski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jedna,#zamjenica,,,#zenski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jedno,#zamjenica,,,#srednji,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
vsaki,#zamjenica,,,#muski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
vsaka,#zamjenica,,,#zenski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
vsako,#zamjenica,,,#srednji,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kojgod,#zamjenica,,,#muski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kojagod,#zamjenica,,,#zenski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kojegod,#zamjenica,,,#srednji,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kigod,#zamjenica,,,#muski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kagod,#zamjenica,,,#zenski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
kogod,#zamjenica,,,#srednji,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koterigod,#zamjenica,,,#muski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koteragod,#zamjenica,,,#zenski,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
koterogod,#zamjenica,,,#srednji,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jesem,#glagol,#G_pomocni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jesi,#glagol,#G_pomocni,,,,#jednina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
je,#glagol,#G_pomocni,,,,#jednina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jesmo,#glagol,#G_pomocni,,,,#mnozina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jeste,#glagol,#G_pomocni,,,,#mnozina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jesu,#glagol,#G_pomocni,,,,#mnozina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bil sem,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bil si,#glagol,#G_pomocni,,#muski,,#jednina,,,,#drugo,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bil je,#glagol,#G_pomocni,,#muski,,#jednina,,,,#trece,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bili smo,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bili ste,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#drugo,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bili su,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#trece,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jesem bil,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jesi bil,#glagol,#G_pomocni,,#muski,,#jednina,,,,#drugo,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
je bil,#glagol,#G_pomocni,,#muski,,#jednina,,,,#trece,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jesmo bili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jeste bili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#drugo,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
jesu bili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#trece,,,#G_perfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bil sem bil,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,#G_pluskvamperfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bil si bil,#glagol,#G_pomocni,,#muski,,#jednina,,,,#drugo,,,#G_pluskvamperfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bil je bil,#glagol,#G_pomocni,,#muski,,#jednina,,,,#trece,,,#G_pluskvamperfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bili smo bili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#prvo,,,#G_pluskvamperfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bili ste bili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#drugo,,,#G_pluskvamperfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bili su bili,#glagol,#G_pomocni,,#muski,,#mnozina,,,,#trece,,,#G_pluskvamperfekt,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
budem,#glagol,#G_pomocni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
budeš,#glagol,#G_pomocni,,,,#jednina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bude,#glagol,#G_pomocni,,,,#jednina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
budemo,#glagol,#G_pomocni,,,,#mnozina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
budete,#glagol,#G_pomocni,,,,#mnozina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
budu,#glagol,#G_pomocni,,,,#mnozina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bum,#glagol,#G_pomocni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
buš,#glagol,#G_pomocni,,,,#jednina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bu,#glagol,#G_pomocni,,,,#jednina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bumo,#glagol,#G_pomocni,,,,#mnozina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bute,#glagol,#G_pomocni,,,,#mnozina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
budu,#glagol,#G_pomocni,,,,#mnozina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
budi,#glagol,#G_pomocni,,,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
naj //on// bude,#glagol,#G_pomocni,,,,#jednina,,,,#trece,,,,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
budimo,#glagol,#G_pomocni,,,,#mnozina,,,,#prvo,,,,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
budite,#glagol,#G_pomocni,,,,#mnozina,,,,#drugo,,,,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
naj //oni// budu,#glagol,#G_pomocni,,,,#mnozina,,,,#trece,,,,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bi bil,#glagol,#G_pomocni,,#muski,,#jednina,,,,#prvo,,,,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
bi bil,#glagol,#G_pomocni,,#muski,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-szentmartony-v11-final 22.9. 2022(2).xml
